Total_Reviews,Reviews_with_Title,Reviews_with_Content,Reviews_with_Spoiler,Movie_ID,URL,Page_Title
951,951,950,7,1,https://www.imdb.com/title/tt2948356/reviews/?ref_=tt_ov_ururv,Zootropolis (2016) - User reviews - IMDb
