Total_Reviews,Reviews_with_Title,Reviews_with_Content,Reviews_with_Spoiler,Total_Helpful_Votes,Total_Not_Helpful_Votes,Average_Helpful_per_Review,Average_Not_Helpful_per_Review,Movie_ID,URL,Scrape_Time,Page_Title
914,914,913,7,6837,7160,7.480306345733042,7.833698030634573,1,https://www.imdb.com/title/tt2948356/reviews/?ref_=tt_ov_ururv,2025-12-08 22:22:33,Zootropolis (2016) - User reviews - IMDb
