Total_Reviews,Reviews_with_Title,Reviews_with_Content,Reviews_with_Spoiler,Total_Helpful_Votes,Total_Not_Helpful_Votes,Average_Helpful_per_Review,Average_Not_Helpful_per_Review,Movie_ID,URL,Scrape_Time,Page_Title
918,918,917,7,6843,7162,7.454248366013072,7.801742919389978,1,https://www.imdb.com/title/tt2948356/reviews/?ref_=tt_ov_ururv,2025-12-12 14:33:02,Zootropolis (2016) - User reviews - IMDb
